word_ru,definition_ru,word_uz,definition_uz
ТЕЛЕГРАФНЫЙ СТИЛЬ,"",TELEGRAF,""
ЛАКОНИЧНОСТЬ,"",BUZISH,""
ОЖИВАНИЕ,"",UYGLANISH,""
ТЕЛЕГРАФНЫЙ СЛОГ,"",TELEGRAFIK,""
ТЕЛЕГРАФНАЯ КРАТКОСТЬ,"",TELEGRAFIK,""
ОПРОС ОБЩЕСТВЕННОГО МНЕНИЯ,"",IJTIMOIY,""
ПОЩИПЫВАНИЕ,"",PINNING,""
ЛАВРОВЫЙ ЛИСТ,"",Dafna,""
СФЕРА ТРУДА,"",MEHNAT,""
ЛАВРУШКА,"",LAURUSHKA,""
СЕВЕРО-ЗАПАДНЫЙ РЕГИОН,"",Shimoli,""
СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,"",Shimoli-G'arbiy,""
ПРОШЛОЕ,"",O'TGAN,""
ПРОШЕДШЕЕ,"",O'TGAN,""
ОЩУЩЕНИЕ ПОЩИПЫВАНИЯ,"",PINNING,""
ВОСКРЕСЕНИЕ ИЗ МЕРТВЫХ,"",O'LIMDAN,""
ПАТИО,"",HOVLI,""
КРОВОСОСУЩЕЕ НАСЕКОМОЕ,"",QON,""
БЕССМЕННОСТЬ,"",DOIMLILIK,""
НЕСМЕНЯЕМОСТЬ,"",KO'CHMASLIK,""
МЕЖСЕЗОНЬЕ,"",MAVSUMDAN,""
ЩИПЛЮЩАЯ БОЛЬ,"",CHIMCHALIK,""
ПРЕДСМЕРТНАЯ ЗАПИСКА,"",O'Z,""
ЛИСТ ЛАВРУШКИ,"",LAUREL,""
МОНГОЛЬФЬЕР,"",HOTTON,""
ВЫСМАТРИВАНИЕ,"",QIZILAYOTGAN,""
ПРОСВЕТ В ЖИЗНИ,"",HAYOTDA,""
АЭРОНАВИГАЦИОННОЕ СНАРЯЖЕНИЕ,"",HAVO,""
ТАМОЖЕННЫЙ ОРГАН,"",BOJCHA,""
ТАМОЖЕННАЯ ИНФРАСТРУКТУРА,"",BOJJI,""
АЭРОНАВИГАЦИОННОЕ ОБОРУДОВАНИЕ,"",HAVO,""
ТАМОЖЕННАЯ АДМИНИСТРАЦИЯ,"",BOJJOQ,""
ТАМОЖЕННЫЙ ДЕПАРТАМЕНТ,"",BOJJA,""
ЕСТЕСТВОИСПЫТАТЕЛЬ,"",NATURALIST,""
МИКРОФОН,"",MIKROFON,""
НАТУРАЛИСТКА,"",NATURALIST,""
ТАМОЖЕННАЯ СЛУЖБА,"",BOJCHA,""
ЕСТЕСТВОИСПЫТАТЕЛЬНИЦА,"",NATURALIST,""
НАТУРАЛИСТ,"",NATURALIST,""
ТАМОЖЕННОЕ ВЕДОМСТВО,"",BOJJA,""
ТАМОЖЕННОЕ УЧРЕЖДЕНИЕ,"",BOJJOJI,""
ИТАЛЬЯНЕЦ,"",ITALYA,""
ИТАЛЬЯНКА,"",ITALYA,""
ГОРНОРУДНАЯ ОТРАСЛЬ,"",TOG'-KAZIY,""
ПРОТИВОРЕЧИЕ МЕЖДУ ИНТЕРЕСАМИ,"",MANFATLAR,""
СИГНАЛИЗАЦИЯ ОТ ВОРОВ,"",O'G'RILIK,""
КОНФЛИКТУЮЩИЕ ИНТЕРЕСЫ,"",MENFATLAR,""
ТРУДОВЫЕ ПРОБЛЕМЫ,"",MEHNAT,""
ПРОТИВОРЕЧИЕ ИНТЕРЕСОВ,"",MENFATLAR,""
ВОСКРЕСЕНИЕ УМЕРШЕГО,"",O'LIMLARNING,""
КОНФЛИКТ МЕЖДУ ИНТЕРЕСАМИ,"",MANFATLAR,""
ГОРНОРУДНАЯ ПРОМЫШЛЕННОСТЬ,"",TOG'-KAZIY,""
ЛАКУНА,"",LACUNA,""
БОБСЛЕИСТ,"",BOBSLEADER,""
БОБСЛЕИСТКА,"",BOBSLI,""
КРАКОВ,"",KRAKOVA,""
КАНЦЕЛЯРСКАЯ КНОПКА,"",PUSHPIN,""
ЧЕРТЕЖНАЯ КНОПКА,"",BARMAK,""
КЛОН,"",KLON,""
НОВЫЙ ЗАВЕТ,"",YANGI,""
ФОРМА КРЕДИТА,"",KREDIT,""
САМОВОЛЬНЫЙ УХОД ИЗ ЧАСТИ,"",BIRLIKDAN,""
ФОРМА КРЕДИТОВАНИЯ,"",KREDIT,""
САМОВОЛКА,"",AWOL,""
ЛАКУНА В ТЕКСТЕ,"",MATNDAGI,""
ОКНО,"",DINZA,""
ГОРНО-РУДНАЯ ОТРАСЛЬ,"",TOG'-KAZIY,""
ОКОННЫЙ ПРОЕМ,"",OYNA,""
ОКОШКО,"",DINZA,""
ГОРНО-РУДНАЯ ПРОМЫШЛЕННОСТЬ,"",TOG'-KAZIY,""
ПАРЛАМЕНТ СУБЪЕКТА ФЕДЕРАЦИИ,"",FEDERAL,""
ПЕРЕРАБОТКА ГОРНО-РУДНОГО СЫРЬЯ,"",KAZILGAN,""
ПАРЛАМЕНТ СУБЪЕКТА РФ,"",RF,""
ЗАКОНОДАТЕЛЬНЫЙ ОРГАН СУБЪЕКТА ФЕДЕРАЦИИ,"",FEDERAL,""
ОКОШЕЧКО,"",DINZA,""
ТРАНСПЛАНТОЛОГ,"",TRANSPLANTOLOG,""
АЛЮМИНИЙ,"",ALyuminiy,""
ПАРЛАМЕНТ СУБЪЕКТА РОССИЙСКОЙ ФЕДЕРАЦИИ,"",ROSSIYA,""
ГРАНЬ,"",EDGE,""
ПРОЕМ ОКНА,"",OYNA,""
АНТИИНФЛЯЦИОННАЯ ПОЛИТИКА,"",INFLATSIYAGA,""
АНТИИНФЛЯЦИОННЫЙ ХАРАКТЕР,"",INFLATSIYAGA,""
АНТИИНФЛЯЦИОННАЯ СТРАТЕГИЯ,"",INFLATSIYAGA,""
ПУТЧИСТ,"",PUCHIST,""
ПУТЧИСТКА,"",PUCHIST,""
БОЛГАРИН,"",BOLGAR,""
ПЛОСКАЯ ГРАНЬ,"",Yassi,""
БОРЬБА С ИНФЛЯЦИЕЙ,"",INFLATSIYAGA,""
БОЛГАРКА,"",BOLGAR,""
РУЧЕЙ,"",STREAM,""
РУЧЕЕК,"",yuk,""
ПРИРОДНЫЙ РУЧЕЙ,"",TABIY,""
РАЗВЕДОРГАН,"",razvedka,""
РАЗВЕДЫВАТЕЛЬНЫЙ ЦЕНТР,"",RAZBAT,""
РАЗВЕДСООБЩЕСТВО,"",RAZVOLIK,""
РАЗВЕДСЛУЖБА,"",razvedka,""
КАРЕТА,"",MURABBIY,""
РАЗВЕДЫВАТЕЛЬНОЕ ВЕДОМСТВО,"",razvedka,""
НЕБЕСТАЛАННОСТЬ,"",MUSTAQILLIK,""
ОДАРЕННОСТЬ,"",IQTISODIYLIK,""
ТАЛАНТЛИВОСТЬ,"",TALANT,""
РАЗВЕДЫВАТЕЛЬНАЯ СЛУЖБА,"",razvedka,""
ДАРОВИТОСТЬ,"",SAVGLAR,""
ОТВАР,"",PAYLASH,""
ВОЛНОЛОМ,"",SUV,""
ВОЛНОРЕЗ,"",SUV,""
АНТИИНФЛЯЦИОННАЯ НАПРАВЛЕННОСТЬ,"",INFLATSIYAGA,""
САМОВОЛЬНАЯ ОТЛУЧКА ВОЕННОСЛУЖАЩЕГО,"",HARBIY,""
САМОВОЛЬНАЯ ОТЛУЧКА ИЗ ЧАСТИ,"",BIRLIKDAN,""
САМОВОЛЬНОЕ ОСТАВЛЕНИЕ ЧАСТИ,"",BIR,""
АНТИИНФЛЯЦИОННЫЕ МЕРОПРИЯТИЯ,"",INFLATSIYAGA,""
РАЗРЫВ ОТНОШЕНИЙ,"",MUNOSABATLARNI,""
ГРАНЬ ПОВЕРХНОСТИ,"",SURFACE,""
РАЗВЕДЫВАТЕЛЬНЫЕ ОРГАНЫ,"",RAZBAT,""
ПРЕКРАЩЕНИЕ ОТНОШЕНИЙ,"",MUNOSABATLARNI,""
АНТИИНФЛЯЦИОННЫЕ МЕРЫ,"",INFLATSIYAGA,""
АНТИИНФЛЯЦИОННЫЕ РЫЧАГИ,"",INFLATSIYAGA,""
ПРОДАЖА ПО ЗАКАЗАМ,"",Buyurtma,""
ТОРГОВЛЯ ПО ЗАКАЗАМ,"",Buyurtma,""
НЕОДОБРИТЕЛЬНОСТЬ,"",MAQSIZLIK,""
БАРАБИНСК,"",BARABINSK,""
НЕБЛАГОПРИЯТНОСТЬ,"",QARShI,""
СЕВЕРНАЯ АМЕРИКА,"",SHIMOLIY,""
ТАШКЕНТ,"",TOSHKENT,""
ТРАНСПЛАНТИРУЕМЫЙ ОРГАН,"",KO‘CHIB,""
ДОНОРСКИЙ ОРГАН,"",DONOR,""
ТРАНСПЛАНТАТ,"",TRANSPLANT,""
ОРГАН ДЛЯ ТРАНСПЛАНТАЦИИ,"",TRANSPLANTATSIYA,""
ТРАНСПЛАНТИРУЕМАЯ ТКАНЬ,"",KO'CHIB,""
ТКАНЬ ДЛЯ ТРАНСПЛАНТАЦИИ,"",TRANSPLANTATSIYA,""
КАРТОННО-БУМАЖНАЯ ПРОДУКЦИЯ,"",KARTON,""
ЦЕЛЛЮЛОЗНО-БУМАЖНОЕ ИЗДЕЛИЕ,"",SELULTA,""
ОРГАН ДЛЯ ПЕРЕСАДКИ,"",TRANSPLANT,""
СТОЛИЦА УЗБЕКИСТАНА,"",O'ZBEKISTON,""
ДОНОРСКАЯ ТКАНЬ,"",DONOR,""
ТКАНЬ ДЛЯ ПЕРЕСАДКИ,"",O'TKAZISH,""
УЗБЕКСКАЯ СТОЛИЦА,"",O'ZBEK,""
СКИТАЛЕЦ,"",Sayohatchi,""
ЛЕДЯНОЙ ПОКРОВ,"",MUZ,""
ДОМОХОЗЯЙКА,"",Uy,""
ЦЕЛЛЮЛОЗНО-БУМАЖНАЯ ПРОДУКЦИЯ,"",SELULTA,""
ДОМАШНЯЯ ХОЗЯЙКА,"",Uy,""
БИОЛОГИЧЕСКИЙ ПРЕПАРАТ,"",BIOLOGIK,""
БИОПРЕПАРАТ,"",BIOLOGIK,""
ЛЕСОБУМАЖНАЯ ПРОДУКЦИЯ,"",YOG'och,""
БИОПРОДУКТ,"",BIOMAHSULOT,""
КАПИЩЕ,"",MA'BAT,""
ПРИЯТНОЕ ВРЕМЯПРЕПРОВОЖДЕНИЕ,"",QAYVONLI,""
БИОЛОГИЧЕСКАЯ ПРОДУКЦИЯ,"",BIOLOGIK,""
ИНФОРМАЦИОННЫЙ ПРОЦЕСС,"",AXBOROT,""
ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ,"",AXBOROT,""
ИНФОРМТЕХНОЛОГИЯ,"",AXBOROT,""
МИКРОБИОЛОГИЧЕСКАЯ ПРОДУКЦИЯ,"",MIKROBIOLOGIK,""
КЕЛЬЯ,"",HUJAYA,""
IT-ТЕХНОЛОГИИ,"",IT,""
ПОТРЕБИТЕЛЬСКАЯ ТАРА,"",Iste'molchi,""
ПОТРЕБИТЕЛЬСКАЯ УПАКОВКА,"",Iste'molchi,""
СЛАВЯНСКОЕ КАПИЩЕ,"",Slavyan,""
ИТ-ТЕХНОЛОГИИ,"",IT,""
АЭРОНАВИГАЦИЯ,"",HAVO,""
ЗАКАЗ ТОВАРОВ,"",TOVARLARGA,""
СТЕПЕНЬ РАЗВИТИЯ,"",RIVOJLANISH,""
ПРИЯТНОЕ ВРЕМЯПРОВОЖДЕНИЕ,"",VAQTNI,""
НЕТРУДОВЫЕ ДОХОДЫ,"",MEHNAT,""
ПРОДАЖА ТОВАРОВ ПО ЗАКАЗАМ,"",BUYURTMA,""
МОНАСТЫРСКАЯ КЕЛЬЯ,"",MONASTR,""
ШПАГАТ,"",OYOQ-BO'LISH,""
РАСПАШКА,"",OCHILISh,""
ГНИЛОСТЬ,"",CHIRIKLIK,""
КАНОЭ,"",KANOE,""
ЧИРКАНЬЕ,"",BOSING,""
АВИАЦИОННАЯ НАВИГАЦИЯ,"",AVİATSION,""
ВОЗДУШНАЯ НАВИГАЦИЯ,"",HAVO,""
ПРОИЗВОДСТВЕННОЕ ПОДРАЗДЕЛЕНИЕ,"",ISHLAB,""
РАСПАШКА НОВЫХ ПЛОЩАДЕЙ,"",YANGI,""
ПРОИЗВОДСТВЕННОЕ ЗВЕНО,"",ISHLAB,""
ПЛАНИРОВАНИЕ В ВОЗДУХЕ,"",HAVODA,""
МАЛАЙСКИЙ ЯЗЫК,"",MALAY,""
КОТОВСК,"",KOTOVSK,""
АДМИРАЛ,"",ADMIRAL,""
КОТОВСК ОДЕССКОЙ ОБЛАСТИ,"",KOTOVSK,""
ВМЕСТИЛИЩЕ,"",KONTEYNER,""
ОБОРУДОВАНИЕ КЛИМАТ-КОНТРОЛЯ,"",IQLIMNI,""
МАХАЧКАЛИНЕЦ,"",MAXACKALINETS,""
СИСТЕМА КЛИМАТ-КОНТРОЛЯ,"",IQLIMNI,""
СИСТЕМА КОНТРОЛЯ КЛИМАТА,"",IQLIMNI,""
КЛИМАТИЧЕСКОЕ ОБОРУДОВАНИЕ,"",IQLIM,""
АВТОХТОН,"",AUTOCHTON,""
ЖИТЕЛЬ МАХАЧКАЛЫ,"",MAXACHQALA,""
АБОРИГЕН,"",ABORIGINAL,""
ТУЗЕМЕЦ,"",ANA,""
АБОРИГЕНКА,"",ABORIGINAL,""
КОРЕННОЙ ЖИТЕЛЬ,"",TALABLI,""
АВТОХТОНКА,"",AVTOCHTONKA,""
КОРЕННОЕ НАСЕЛЕНИЕ,"",TURLI,""
СУПЕРТЯЖЕЛОВЕС,"",O'TA,""
ХОЗЯЙСТВЕННЫЙ РУКОВОДИТЕЛЬ,"",IJROCHI,""
ЖИТЕЛЬНИЦА МАХАЧКАЛЫ,"",MAXACHQALA,""
ВЕТКЛИНИКА,"",VET,""
ХОЗЯЙСТВЕННЫЕ КАДРЫ,"",BOSHQARUV,""
ВЫДАЮЩЕЕСЯ ДОСТИЖЕНИЕ,"",Ajoyib,""
ПРОРЫВ В ДЕЯТЕЛЬНОСТИ,"",FAOLIYATDAGI,""
ПРОРЫВ В ДОСТИЖЕНИИ,"",MUVOFIQLARDAGI,""
ПРОРЫВ В РАЗВИТИИ,"",RIVOJLANISHDAGI,""
ВЕТЕРИНАРНЫЙ ЛАЗАРЕТ,"",VETERINARYA,""
ВЕТЛЕЧЕБНИЦА,"",VETERINAL,""
МОНАШЕСКАЯ КЕЛЬЯ,"",MONKNING,""
ВЫСОТА ЗВУКА,"",Ovoz,""
РЕКА НОСКА,"",SOCKA,""
ВОЗДУШНАЯ РАДИОНАВИГАЦИЯ,"",HAVO,""
РАСПАШКА ЗЕМЕЛЬ,"",YERLARNI,""
РАСПАШКА НОВЫХ ЗЕМЕЛЬ,"",YANGI,""
ВЛАДЕНИЕ ГРАФА,"",COUNTNING,""
КОТОВСК В ОДЕССКОЙ ОБЛАСТИ,"",ODESSA,""
ВЕТЕРИНАРНАЯ ЛЕЧЕБНИЦА,"",VETERINARYA,""
ВЕТЕРИНАРНАЯ КЛИНИКА,"",VETERINARYA,""
РЕФЛЕКСОТЕРАПИЯ,"",REFLEKSOLOGIYA,""
ПЛАЦДАРМ,"",BIDGEHEAD,""
ПРИДИРКА,"",CHIKAN,""
НАПАДКИ,"",HUJUMLAR,""
ЗАХВАЧЕННЫЙ ПЛАЦДАРМ,"",QUVVAT,""
ВОЕННЫЙ ПЛАЦДАРМ,"",HARBIY,""
ВЕТЕРИНАРНОЕ ЛЕЧЕБНОЕ УЧРЕЖДЕНИЕ,"",VETERINARYA,""
ЛИТВА,"",LITVA,""
ЗВЕЗДНЫЙ ДОЖДЬ,"",Yulduzli,""
МЕТЕОРНЫЙ ДОЖДЬ,"",METEOR,""
МЕТЕОРИТНЫЙ ДОЖДЬ,"",METEOR,""
МЕТЕОРНЫЙ ПОТОК,"",METEOR,""
ЗВЕЗДОПАД,"",Yulduzli,""
ЦВЕТНАЯ РУДА,"",RANGLI,""
ПЛАЦДАРМ ДЛЯ ВТОРЖЕНИЯ,"",INVAZION,""
ЛЕЧЕБНИЦА ДЛЯ ЖИВОТНЫХ,"",HAYVONLAR,""
ЮРЛИЦО,"",Yuridik,""
ЛИТОВСКАЯ РЕСПУБЛИКА,"",LITVA,""
ФОЛИАНТ,"",FOLIO,""
ЮРИДИЧЕСКОЕ ЛИЦО,"",Yuridik,""
ОБЕРТЫВАНИЕ ТЕЛА,"",TANI,""
ПРОЦЕДУРА ОБЕРТЫВАНИЯ,"",O‘RMA,""
АЛЬПИНИЗМ,"",TOG'LIK,""
КОСМЕТИЧЕСКИЙ ХАРАКТЕР,"",KOZMETIK,""
ЗАБОЛЕВАЕМОСТЬ,"",HODISA,""
ПРИДУМКА,"",IDEA,""
НЕБЫЛИЦА,"",FANSIYA,""
ЗАПРОСЫ ГРАЖДАН,"",FUQAROLARNING,""
МИФ,"",MİF,""
ОБРАЩЕНИЕ ГРАЖДАН,"",FUQAROLARNING,""
РУДА ЦВЕТНЫХ МЕТАЛЛОВ,"",RANGLI,""
ГРИФ ДОКУМЕНТА,"",HUJJAT,""
РУДА ЦВЕТНАЯ,"",REFLI,""
ЛЕЧЕБНОЕ ОБЕРТЫВАНИЕ,"",SOG'LOVCHI,""
РАСПОРЯЖЕНИЕ ПРАВОМ,"",HUQUQNI,""
ПИСЬМА ГРАЖДАН,"",FUQAROLARNING,""
ИЗМЫШЛЕНИЕ,"",FABRIKA,""
СКАЗКА,"",ERTAK,""
ОТСТРЕЛИВАНИЕ,"",OTISH,""
ОТСТРЕЛ,"",OTISH,""
ВООБРАЖЕНИЕ,"",Tasavvur,""
СГОВОРЧИВОСТЬ,"",QABUL,""
ВЫМЫСЕЛ,"",FANSIYA,""
РОССКАЗНИ,"",Ertaklar,""
БАЙКА,"",Velosiped,""
УСТУПЧИВОСТЬ,"",MUVOFIQLIK,""
МУЗЫКА РЭП,"",RAP,""
РЭП,"",RAP,""
СТИЛЬ РЭП,"",RAP,""
ЯЗЫК ИДИШ,"",YIDDIS,""
СУДЕБНО-МЕДИЦИНСКИЙ ЭКСПЕРТ,"",SUDDAN,""
ИДИШ,"",YIDDISH,""
СУДМЕДЭКСПЕРТ,"",SUDDAN,""
РЭП МУЗЫКА,"",RAP,""
СЕКТАНТ,"",SEKTARLIK,""
ПЛЕМЯ,"",QABILA,""
СЕКТАНТКА,"",SEKTANT,""
ЛЕЧЕБНО-ВЕТЕРИНАРНОЕ УЧРЕЖДЕНИЕ,"",TIBBIYOT,""
ОБРАЩЕНИЕ ГРАЖДАН В ОРГАНЫ ГОСУДАРСТВЕННОЙ ВЛАСТИ,"",FUQAROLARNING,""
ОБРАЩЕНИЕ В ОРГАНЫ,"",HOKIMIY,""
АССОРТИ,"",TURLI,""
ГУМАНОИД,"",INSON,""
ЧЕЛОВЕКОПОДОБНЫЙ ИНОПЛАНЕТЯНИН,"",ODAMGA,""
МОНОТОННОСТЬ,"",MONOTON,""
ОДЕЖНАЯ КНОПКА,"",KIYIM,""
ЛИНЦ,"",LINZ,""
СИГУЛДА,"",SIGULDA,""
ЦЕЛЬНОСТЬ,"",BAXTLIK,""
КНОПКА ДЛЯ ОДЕЖДЫ,"",KIYIM,""
ЛЫСИНА,"",TAK,""
САМООРГАНИЗАЦИЯ,"",O'ZINI,""
ЗАЛЫСИНА,"",BUYUK,""
ПЛЕШЬ,"",kallik,""
ПРОПЛЕШИНА,"",kal,""
ПЛЕШИНА,"",kal,""
НОВООБРАЗОВАНИЕ,"",YANGI,""
ОПУХОЛЬ,"",SHIMOR,""
СРЕДСТВО ПРОИЗВОДСТВА,"",ISHLAB,""
ПОКАЗАТЕЛЬ ЗАБОЛЕВАЕМОСТИ,"",INSIDENT,""
КОСМЕТИЧЕСКИЕ ИЗМЕНЕНИЯ,"",KOZMETIK,""
ОТСТРЕЛ ЖИВОТНЫХ,"",HAYVONLARNI,""
КНОПОЧНАЯ ЗАСТЕЖКА,"",TUGMA,""
ИЗОБИЛЬНЫЙ,"",MO'L,""
БЛАГОДАТНОСТЬ,"",GRACE,""
ЧЛЕН СЕКТЫ,"",SEKTA,""
БИОГЕННЫЕ ПОРОДЫ,"",BIOGEN,""
ОРГАНОГЕННЫЕ ПОРОДЫ,"",ORGANOGEN,""
БИОГЕННЫЕ ГОРНЫЕ ПОРОДЫ,"",BIOGEN,""
ССАДИНА,"",ABRASIYA,""
БОГАТСТВО,"",BOYLIK,""
ОРГАНОГЕННЫЕ ГОРНЫЕ ПОРОДЫ,"",ORGANOGEN,""
ЯДЕРНЫЕ ОТХОДЫ,"",Yadro,""
РАДИОАКТИВНЫЕ ОТХОДЫ,"",RADIOAKTİV,""
КОВАРНЫЙ ПОСТУПОК,"",Ayyor,""
КОВАРСТВО,"",QUVVATLI,""
ВЕРОЛОМНОСТЬ,"",G'AZINA,""
ВЕРОЛОМНЫЙ ПОСТУПОК,"",G'AZINA,""
ЛЫСИНА НА ГОЛОВЕ,"",BOSHIDA,""
ВЕРОЛОМСТВО,"",FIYAT,""
НЕОБРАБОТАННОСТЬ,"",XO'MLIK,""
ВОСКРЕСЕНСК,"",VOSKRESENSK,""
ДОЖЕВЫВАНИЕ,"",CHAYLASH,""
ЖЕВАНИЕ,"",CHAYLASH,""
БАЗИЛИКА,"",BAZILIKA,""
АВТОР-ИСПОЛНИТЕЛЬ,"",IJROCHI,""
НЕФТЯНАЯ СКВАЖИНА,"",NEFT,""
НЕФТЕСКВАЖИНА,"",NEFT,""
ЦВЕТ БОРДО,"",RENGLI,""
БОРДОВЫЙ ЦВЕТ,"",BURGUNDIY,""
БОРДО,"",BORDOX,""
НОРВЕЖСКОЕ МОРЕ,"",NORVEGIYA,""
НЕФТЕДОБЫВАЮЩАЯ СКВАЖИНА,"",NEFT,""
РАДИАЦИОННЫЕ ОТХОДЫ,"",RADIATSIYA,""
ВЫСОКОАКТИВНЫЕ ОТХОДЫ,"",YUQORI,""
МАНИЯ,"",MANIYA,""
ГИНУХЦЫ,"",GINUXTS,""
ЭКОЛОГИЧЕСКАЯ АВАРИЯ,"",EKOLOGIK,""
АНТРОПОГЕННАЯ КАТАСТРОФА,"",ANTROPOGEN,""
ВЕРХНЯЯ ПАЛАТА ПАРЛАМЕНТА,"",PARLAMENT,""
РЯЗАНЩИНА,"",RYAZAN,""
СДЕЛКА ПО САНАЦИИ,"",Qayta,""
ПРОЦЕДУРА САНАЦИИ,"",SANATION,""
СДЕЛКА ПО ОЗДОРОВЛЕНИЮ,"",SALOMATLIK,""
РЯЗАНСКАЯ ОБЛАСТЬ,"",RAZAN,""
РЯЗАНСКАЯ ОБЛ.,"",RAZAN,""
МАНИАКАЛЬНОЕ ПРИСТРАСТИЕ,"",MANIK,""
САНИРОВАНИЕ,"",SANITARIYA,""
ФИНАНСОВАЯ САНАЦИЯ,"",MOLIYAVIY,""
ФИНАНСОВОЕ ОЗДОРОВЛЕНИЕ,"",MOLIYAVIY,""
ТЕЛЕНОК КОРОВЫ,"",SIGIR,""
БИОЛИТЫ,"",BIOLITLAR,""
БЕГ ВРЕМЕНИ,"",VAQT,""
СВОЙСТВО ЧИСЛА,"",NUMBER,""
ГРУБОЕ ИЗГОТОВЛЕНИЕ,"",QO'pol,""
ОЗДОРОВЛЕНИЕ НЕПЛАТЕЖЕСПОСОБНОГО ПРЕДПРИЯТИЯ,"",To'lovga,""
ТЕХНОГЕННАЯ КАТАСТРОФА,"",TEXNOGENIK,""
САНАЦИЯ,"",SANATION,""
ВКАЛЫВАНИЕ,"",IN'EKSIYA,""
МАГАЗИНЧИК,"",DO‘KON,""
МОБИЛЬНИК,"",MOBIL,""
МОБИЛА,"",MOBIL,""
МОБИЛЬНЫЙ ТЕЛЕФОН,"",MOBIL,""
СОТОВЫЙ ТЕЛЕФОН,"",MOBIL,""
МОБИЛЬНЫЙ АППАРАТ,"",MOBIL,""
КОРПУНКТ,"",KORPUNKTUR,""
МОБИЛКА,"",MOBIL,""
ИНТРОДУКЦИЯ,"",KIRISH,""
КОРРЕСПОНДЕНТСКИЙ ПУНКТ,"",MUXBIR,""
ВЫХОД ИЗ СОСТАВА,"",BERISH,""
КОРРЕСПОНДЕНТСКОЕ БЮРО,"",MUXBIRLAR,""
ЛИКВИДАЦИЯ РАДИАЦИОННОЙ АВАРИИ,"",RADIATSIY,""
ОЗДОРОВЛЕНИЕ ПРЕДПРИЯТИЯ,"",KORXONANI,""
ФИНАНСОВОЕ ОЗДОРОВЛЕНИЕ ПРЕДПРИЯТИЯ,"",KORXONANING,""
ВОССТАНОВЛЕНИЕ ПЛАТЕЖЕСПОСОБНОСТИ ДОЛЖНИКА,"",Qarzdorning,""
ФИНАНСОВОЕ ПРЕДПРИЯТИЕ,"",MOLIYA,""
ФИНУЧРЕЖДЕНИЕ,"",MOLIYA,""
ФИНАНСОВОЕ УЧРЕЖДЕНИЕ,"",MOLIYA,""
САНАЦИЯ ПРЕДПРИЯТИЯ,"",KORXONANI,""
ФИНАНСОВЫЙ ОРГАН,"",MOLIYA,""
ФИНОРГАНИЗАЦИЯ,"",MOLIYAVIY,""
ФИНАНСОВЫЙ ИНСТИТУТ,"",MOLIYA,""
ВАКУУМ,"",VAKUUM,""
ПРОЦЕНТНЫЙ ДИСКОНТ,"",FOIZLI,""
ФРАГМЕНТАРНЫЙ ХАРАКТЕР,"",FRAGMENTAR,""
ЗЕРНОПЕРЕРАБАТЫВАЮЩЕЕ ОБОРУДОВАНИЕ,"",DONANI,""
МЕЛЬНИЧНО-ЭЛЕВАТОРНОЕ ОБОРУДОВАНИЕ,"",TEGIMAN,""
МЕЛЬНИЧНОЕ И ЭЛЕВАТОРНОЕ ОБОРУДОВАНИЕ,"",TEGIMAN,""
ПРОЦЕНТНАЯ СКИДКА,"",FOIZLI,""
ФРАГМЕНТАРНОСТЬ,"",FRAGMENTatsiya,""
ЯХТА,"",YAT,""
КРЕДИТНО-РАСЧЕТНОЕ УЧРЕЖДЕНИЕ,"",KREDIT-HISOB-HISOBLAR,""
АЭС,"",atom,""
ФИНАНСОВАЯ ОРГАНИЗАЦИЯ,"",MOLIYAVIY,""
ФИНАНСОВАЯ СТРУКТУРА,"",MOLIYA,""
ФИНАНСОВАЯ КОРПОРАЦИЯ,"",Moliyaviy,""
ЭЛЕВАТОРНОЕ ОБОРУДОВАНИЕ,"",ELEVATOR,""
ФИНАНСОВАЯ КОМПАНИЯ,"",Moliyaviy,""
АТОМНАЯ ЭЛЕКТРОСТАНЦИЯ,"",Atom,""
ГОСАГЕНТ,"",GOSAGENT,""
ГОСУДАРСТВЕННЫЙ АГЕНТ,"",DAVLAT,""
ОБОРУДОВАНИЕ ДЛЯ ПЕРЕРАБОТКИ ЗЕРНА,"",DONLARNI,""
АГИОГРАФИЯ,"",GAGIOGRAFIYA,""
КРОВЕЛЬЩИК,"",ROOFER,""
ЖИТИЕ,"",HAYOT,""
КРОВЕЛЬЩИЦА,"",ROOFER,""
МЕДИНА,"",MADINA,""
АТОМНАЯ ЭНЕРГОСТАНЦИЯ,"",Atom,""
АТОМНАЯ СТАНЦИЯ,"",Yadro,""
СТАБИЛИЗАТОР,"",STABILIZER,""
СОПРОДЮСЕР,"",HAMMA,""
ПРИБОР,"",QURILMA,""
ПРОДЮСЕР,"",ISHLAB,""
АТОМНАЯ ЭЛЕКТРИЧЕСКАЯ СТАНЦИЯ,"",Atom,""
ЗАСОРЕНИЕ,"",tiqilib,""
СТАБИЛИЗИРУЮЩЕЕ ВЕЩЕСТВО,"",STABILIZATTIRISH,""
ДОСКА ДЛЯ КАТАНИЯ,"",SKID,""
АТОМНАЯ ТЕПЛОЭЛЕКТРОЦЕНТРАЛЬ,"",Yadro,""
ПРОПАРКА,"",BUGLASH,""
ПРОПАРИВАНИЕ,"",BUGLASH,""
КРУПНОГАБАРИТНОСТЬ,"",KATTA,""
